car,price,body,mileage,engV,engType,registration,year,model,drive
Skoda,7300,sedan,263,1.8,Gas,yes,2004,Superb,front
BMW,29500,crossover,189,3.0,Diesel,yes,2009,X5,full
Renault,10900,van,138,2.0,Diesel,yes,2012,Trafic ����.,front
Kia,12800,van,135,2.9,Diesel,yes,2008,Carnival,front
Renault,4200,van,220,1.5,Diesel,yes,2004,Kangoo ����.,front
Renault,10299,other,176,2.0,Diesel,yes,2013,Trafic ����.,front
Volkswagen,2500,hatch,111,1.6,Gas,yes,1999,Golf IV,
Opel,2800,sedan,1,2.0,Gas,yes,1988,Omega,rear
Fiat,19900,van,41,2.3,Diesel,yes,2008,Ducato ����.,front
Kia,7700,hatch,120,1.4,Gas,yes,2009,Ceed,front
VAZ,4999,vagon,58,1.6,Petrol,yes,2011,2111,front
Hyundai,6999,sedan,71,1.4,Other,yes,2008,Accent,front
Fiat,13999,other,120,1.6,Diesel,yes,2012,Doblo ����.,front
VAZ,1250,sedan,150,1.3,Petrol,yes,1989,2105,rear
Ford,2550,hatch,60,1.3,Petrol,yes,1997,KA,front
Porsche,49500,crossover,60,3.6,Petrol,yes,2012,Cayenne,full
Mitsubishi,21000,crossover,122,3.2,Diesel,yes,2009,Pajero Wagon,full
Audi,2550,sedan,304,2.5,Diesel,no,1998,A6,front
Chevrolet,6800,sedan,106,1.6,Petrol,yes,2007,Lacetti,front
Opel,6400,hatch,163,1.6,Petrol,yes,2005,Astra H,front
Opel,12750,sedan,119,1.8,Gas,yes,2010,Insignia,front
Huanghai,8500,crossover,90,2.4,Petrol,yes,2007,Aurora,full
Mercedes-Benz,5500,sedan,269,2.2,Petrol,yes,1994,E-Class,rear
Lexus,19900,sedan,150,4.6,Petrol,yes,2007,LS 460,rear
Mercedes-Benz,5000,sedan,240,2.2,Diesel,no,2004,E-Class,
Ford,6899,van,189,2.0,Diesel,yes,2006,Transit ����.,front
Audi,10500,vagon,243,2.5,Diesel,yes,2003,A6,full
Chrysler,6800,hatch,195,2.0,Petrol,yes,2003,PT Cruiser,front
Chevrolet,44000,other,1,2.0,Petrol,yes,2016,Camaro,rear
Hyundai,12200,crossover,118,2.0,Gas,yes,2011,Tucson,front
Volkswagen,16950,sedan,38,2.0,Diesel,yes,2014,Jetta,front
BMW,20000,sedan,230,6.0,Petrol,yes,2008,760,rear
Audi,16800,hatch,47,1.2,Petrol,yes,2013,A3,front
Skoda,7300,hatch,230,1.8,Petrol,yes,2001,Octavia,front
Volkswagen,6000,van,419,2.4,Diesel,yes,1995,T4 (Transporter) ����.,front
Hyundai,27768,crossover,1,2.2,Diesel,yes,2015,Santa FE,front
BMW,27500,sedan,100,2.0,Petrol,yes,2012,520,rear
Subaru,18900,crossover,100,2.0,Petrol,yes,2012,Forester,full
Volkswagen,7200,hatch,159,1.6,Petrol,yes,2007,Golf V,
Hyundai,11500,sedan,75,1.6,Petrol,yes,2011,Accent,front
Volkswagen,21550,crossover,58,1.4,Petrol,yes,2014,Tiguan,
Opel,5500,sedan,120,,Petrol,yes,2007,Astra G,front
Renault,9600,van,175,2.0,Diesel,yes,2007,Trafic ����.,front
BMW,6300,sedan,330,2.5,Petrol,yes,1999,525,rear
BMW,9000,sedan,245,3.0,Diesel,yes,2001,730,rear
Renault,7500,van,128,1.5,Diesel,yes,2009,Kangoo ����.,rear
Mercedes-Benz,42000,sedan,38,2.2,Diesel,yes,2014,CLA 220,
Mercedes-Benz,18000,sedan,99,1.8,Petrol,yes,2008,C-Class,rear
VAZ,4100,hatch,160,1.6,Petrol,yes,2008,2172,
Toyota,12800,sedan,181,2.4,Petrol,yes,2008,Camry,front
Renault,11300,van,183,2.0,Diesel,yes,2011,Trafic ����.,front
Daewoo,3700,sedan,135,,Gas,yes,2004,Lanos,front
Volkswagen,29800,hatch,0,2.0,Diesel,yes,2015,Golf VII,front
Mitsubishi,9200,sedan,163,2.0,Petrol,yes,2008,Lancer X,front
Opel,8400,other,124,1.6,Petrol,yes,2008,Astra H,
Suzuki,9650,crossover,81,2.0,Petrol,yes,2006,Grand Vitara,full
Ford,7499,van,209,1.8,Diesel,yes,2009,Transit Connect ����.,front
Daewoo,1350,sedan,225,,Gas,no,1998,Lanos,front
Mitsubishi,6900,sedan,190,1.6,Gas,yes,2007,Lancer,front
Volkswagen,29999,other,129,2.0,Diesel,yes,2014,Caravelle,front
Mercedes-Benz,18300,sedan,155,3.0,Petrol,yes,2007,C-Class,rear
Chevrolet,5500,sedan,121,1.5,Petrol,yes,2006,Aveo,front
Volkswagen,44700,van,120,3.5,Petrol,yes,2013,Sharan,full
Skoda,12999,sedan,165,1.8,Petrol,yes,2009,Superb,front
Toyota,20900,crossover,69,2.7,Petrol,yes,2008,Land Cruiser Prado,full
Mercedes-Benz,6500,other,315,2.0,Petrol,yes,1996,E-Class,rear
Mercedes-Benz,4700,sedan,1,1.8,Petrol,yes,1996,C-Class,rear
Volkswagen,8500,van,220,2.5,Diesel,yes,2003,T4 (Transporter) ����.,front
Mercedes-Benz,4999,sedan,1,2.8,Petrol,yes,1997,E-Class,rear
Volkswagen,30000,sedan,67,2.0,Diesel,yes,2013,Passat B7,front
Audi,3650,sedan,240,2.5,Diesel,no,2000,A6,front
Honda,9500,hatch,119,1.8,Petrol,yes,2008,Civic,front
Volkswagen,22200,hatch,51,2.0,Petrol,yes,2013,New Beetle,front
Hyundai,12650,hatch,36,1.4,Diesel,yes,2014,i30,front
Volkswagen,18300,van,1,2.2,Diesel,yes,2013,T5 (Transporter) ����,front
Seat,2750,sedan,93,2.0,Petrol,yes,2008,Cordoba,front
Chevrolet,7799,sedan,199,1.6,Gas,yes,2012,Aveo,front
Renault,1300,van,265,1.9,Diesel,no,1999,Kangoo ����.,front
BMW,17700,sedan,98,2.0,Petrol,yes,2011,320,rear
Skoda,15520,sedan,0,1.2,Petrol,yes,2016,Rapid,front
BMW,4000,sedan,380,2.0,Petrol,yes,1991,320,rear
Ford,12300,hatch,71,1.6,Gas,yes,2013,Fiesta,front
Ford,1550,hatch,200,1.4,Petrol,yes,1990,Escort,front
Audi,3150,vagon,310,2.5,Diesel,no,1999,A6,front
Opel,6999,van,344,1.7,Diesel,yes,2008,Combo ����.,front
Ford,11737,other,62,,Other,yes,2012,Focus Electric,
Nissan,7800,hatch,97,1.6,Gas,yes,2008,TIIDA,front
Land Rover,24777,crossover,198,4.2,Gas,yes,2008,Range Rover,full
Renault,7300,van,186,1.5,Diesel,yes,2010,Kangoo ����.,front
Renault,2500,sedan,260,1.79,Petrol,yes,1994,19,front
Daewoo,3800,sedan,197,1.5,Gas,yes,2003,Lanos,front
Honda,6900,sedan,135,,Petrol,no,2007,Accord,
Hyundai,10000,crossover,106,2.7,Petrol,yes,2007,Tucson,full
Audi,33900,sedan,58,2.0,Petrol,yes,2014,A5,full
Volkswagen,17000,other,184,3.6,Petrol,yes,2008,Passat B6,full
Chevrolet,10577,crossover,1,1.7,Petrol,yes,2015,Niva,full
Mazda,21340,sedan,1,2.0,Petrol,yes,2015,6,front
Audi,1950,vagon,210,1.8,Gas,no,1996,A4,front
BMW,3400,vagon,191,2.0,Diesel,no,2002,320,rear
Kia,9850,van,82,2.0,Petrol,yes,2009,Carens,
Mercedes-Benz,42500,sedan,110,3.0,Diesel,yes,2011,S 350,full
Mercedes-Benz,9500,van,280,2.2,Diesel,yes,2005,Vito ����.,rear
Volkswagen,8800,other,217,1.9,Diesel,yes,2005,Passat B5,front
Mercedes-Benz,26000,other,22,1.8,Petrol,yes,2014,C-Class,rear
BMW,4300,sedan,200,2.0,Diesel,no,2002,320,rear
BMW,9000,sedan,225,2.2,Gas,yes,2002,320,rear
Audi,19500,crossover,175,3.6,Petrol,yes,2007,Q7,full
BMW,14990,sedan,135,2.5,Petrol,yes,2005,525,full
Lexus,22900,sedan,120,4.6,Petrol,yes,2008,LS 460,rear
Renault,2350,vagon,245,1.9,Diesel,no,2003,Laguna,front
Lexus,46500,crossover,60,4.6,Petrol,yes,2012,GX,full
Daewoo,4500,hatch,38,0.8,Petrol,yes,2013,Matiz,front
Opel,2550,sedan,195,2.2,Petrol,no,2000,Omega,rear
Renault,1900,vagon,200,2.0,Gas,yes,1987,25,front
Volkswagen,12999,vagon,95,1.6,Diesel,yes,2010,Passat B6,front
Opel,4999,van,202,1.6,Gas,yes,2007,Combo ����.,front
Mercedes-Benz,26800,sedan,162,5.5,Petrol,yes,2007,S 500,full
MG,8199,hatch,21,1.5,Petrol,yes,2014,5,front
MINI,11500,hatch,114,1.6,Petrol,yes,2007,Cooper,front
Honda,5700,sedan,200,1.7,Gas,yes,2002,Civic,full
Infiniti,50695,crossover,1,3.7,Petrol,yes,2015,QX70,full
Subaru,6100,vagon,350,2.0,Petrol,yes,2005,Forester,full
Nissan,9960,van,90,1.5,Diesel,yes,2013,NV,front
Skoda,8600,hatch,240,2.0,Petrol,yes,2003,Octavia Tour,front
Kia,11500,sedan,25,1.4,Petrol,yes,2013,Rio,front
Renault,5800,vagon,200,1.46,Diesel,yes,2008,Grand Scenic,
Kia,10500,van,172,2.9,Diesel,yes,2008,Carnival,front
Chevrolet,5999,sedan,100,1.8,Gas,yes,2005,Lacetti,front
Subaru,11900,crossover,110,2.0,Petrol,yes,2008,Forester,full
Opel,9350,van,143,2.0,Other,yes,2011,Vivaro ����.,front
Volkswagen,4500,sedan,230,2.0,Gas,yes,1996,Passat B4,front
Infiniti,29000,sedan,98,3.7,Petrol,yes,2013,M37,full
Mitsubishi,12300,other,160,2.5,Diesel,yes,2008,L 200,full
Opel,2600,sedan,234,2.2,Other,no,2002,Omega,front
BMW,15500,sedan,216,2.0,Diesel,yes,2008,320,rear
Toyota,22900,sedan,60,2.5,Petrol,yes,2012,Camry,front
Volkswagen,10200,sedan,129,2.0,Petrol,yes,2006,Passat B6,front
Mitsubishi,7999,sedan,112,2.0,Petrol,yes,2008,Lancer X,front
Ford,16561,hatch,0,1.2,Petrol,yes,2016,Focus,front
Volvo,3200,sedan,312,2.5,Diesel,no,2000,S80,front
BMW,7998,sedan,253,,Petrol,yes,1998,323,rear
Daewoo,4800,hatch,450,1.3,Petrol,yes,2013,Sens,
Subaru,9980,other,165,2.0,Petrol,yes,2007,Forester,full
Volkswagen,8950,sedan,140,1.6,Petrol,yes,2012,Polo,front
Land Rover,39900,crossover,124,5.0,Petrol,yes,2011,Range Rover,full
Kia,21500,crossover,107,2.2,Diesel,yes,2011,Sorento,full
Skoda,5500,hatch,120,1.2,Petrol,yes,2006,Fabia,front
Kia,11400,crossover,114,2.5,Diesel,yes,2008,Sorento,full
Honda,20600,other,89,2.0,Petrol,yes,2012,CR-V,full
Subaru,12900,crossover,139,2.5,Petrol,yes,2008,Forester,full
Land Rover,6600,crossover,298,2.5,Diesel,yes,1997,Discovery,full
Volkswagen,15200,crossover,58,2.0,Petrol,yes,2008,Tiguan,full
Porsche,51900,sedan,57,3.6,Petrol,yes,2011,Panamera,full
VAZ,3200,sedan,85,1.5,Gas,yes,2004,2110,front
Renault,10700,van,150,1.9,Diesel,yes,2006,Trafic ����.,front
Renault,3750,hatch,232,1.8,Petrol,yes,1997,Laguna,front
Geely,3250,sedan,129,1.5,Gas,yes,2008,CK,front
Lexus,19500,sedan,93,3.5,Gas,yes,2007,ES 350,front
Renault,3000,van,217,1.4,Petrol,yes,2004,Kangoo ����.,front
Volkswagen,20700,vagon,74,2.0,Diesel,yes,2013,Passat B7,
Opel,1499,sedan,260,2.5,Petrol,no,1997,Omega,front
Chevrolet,56800,other,1,2.0,Petrol,yes,2016,Camaro,rear
Hyundai,12800,hatch,19,1.4,Petrol,yes,2013,i30,front
Mitsubishi,22711,crossover,1,2.0,Petrol,yes,2016,Outlander,full
Opel,17300,vagon,220,2.0,Diesel,yes,2009,Insignia,front
Opel,10800,other,228,2.0,Diesel,yes,2007,Vivaro ����.,front
Volkswagen,19000,sedan,109,1.8,Petrol,yes,2012,Passat B7,front
Hyundai,7000,hatch,84,1.6,Petrol,yes,2008,Getz,front
Ford,8000,vagon,230,2.2,Diesel,yes,2006,Transit ����.,front
VAZ,3300,sedan,107,1.6,Petrol,yes,2005,2110,front
Hyundai,18750,crossover,93,2.4,Gas,yes,2012,Santa FE,full
Mercedes-Benz,39900,sedan,84,5.5,Petrol,yes,2011,S 500,full
Toyota,11990,sedan,129,2.4,Petrol,yes,2007,Camry,front
Volkswagen,6999,hatch,195,1.4,Diesel,yes,2004,Golf V,front
Toyota,10500,sedan,180,3.5,Petrol,yes,2007,Camry,
Honda,2900,hatch,228,1.7,Diesel,no,2003,Civic,front
Toyota,17500,crossover,168,4.0,Gas,yes,2004,Land Cruiser Prado,full
Mazda,6700,sedan,213,2.0,Gas,yes,2003,6,front
Opel,8150,vagon,180,1.3,Diesel,yes,2008,Astra H,front
Nissan,11500,crossover,128,2.0,Petrol,yes,2008,Qashqai,
Volkswagen,10600,van,140,2.0,Diesel,yes,2011,T6 (Transporter) ����,front
Mercedes-Benz,43500,other,51,3.0,Diesel,yes,2014,E-Class,rear
Toyota,3800,sedan,220,1.6,Petrol,yes,1994,Carina,front
ZAZ,1700,other,140,1.2,Gas,yes,2005,1102 ������,front
Mitsubishi,14999,crossover,115,3.0,Petrol,yes,2008,Outlander XL,full
Skoda,12700,sedan,125,1.8,Petrol,yes,2011,Octavia A5,front
Mazda,18900,sedan,10,1.5,Petrol,yes,2014,3,front
Hyundai,18200,sedan,35,2.4,Petrol,yes,2011,Sonata,
BMW,11600,sedan,142,2.0,Petrol,yes,2005,320,rear
Land Rover,102999,crossover,39,5.0,Petrol,yes,2014,Range Rover,full
Toyota,12500,hatch,75,1.4,Diesel,yes,2012,Yaris,front
Nissan,21850,crossover,64,2.0,Petrol,yes,2013,X-Trail,full
Daewoo,3200,sedan,100,1.5,Petrol,yes,2004,Lanos,front
Opel,10999,sedan,1,1.4,Petrol,yes,2008,Astra G,front
Infiniti,27900,sedan,49,2.5,Petrol,yes,2013,G25,rear
Chevrolet,11300,sedan,75,1.8,Other,yes,2013,Cruze,front
Volkswagen,9000,other,212,2.0,Gas,yes,2007,Caddy ����.,front
Ford,3300,vagon,300,1.8,Diesel,yes,1996,Escort,front
Nissan,14200,sedan,28,,Other,yes,2014,Leaf,front
Hyundai,14800,sedan,99,2.0,Gas,yes,2011,Sonata,front
BMW,35500,crossover,33,2.0,Diesel,yes,2014,X1,full
Kia,5400,hatch,124,1.1,Petrol,yes,2007,Picanto,front
Smart,14450,other,27,,Other,yes,2013,Fortwo,front
Audi,36500,crossover,115,3.0,Diesel,yes,2010,Q7,full
Mercedes-Benz,30500,sedan,89,6.3,Petrol,yes,2008,CLS 63 AMG,rear
Mercedes-Benz,12950,sedan,197,2.7,Diesel,yes,2002,E-Class,rear
Hyundai,7700,sedan,107,1.6,Petrol,yes,2008,Elantra,front
Toyota,17000,sedan,95,2.0,Gas,yes,2011,Avensis,front
Audi,12000,sedan,200,6.0,Petrol,yes,2004,A8,full
Mercedes-Benz,11800,sedan,150,2.2,Diesel,yes,2004,E-Class,
Mercedes-Benz,8300,van,337,2.2,Diesel,yes,2002,Vito ����.,front
Mercedes-Benz,10900,sedan,360,5.0,Gas,yes,2001,S 500,rear
Land Rover,6900,crossover,167,2.5,Gas,yes,2003,Freelander,full
Nissan,8000,crossover,90,,Petrol,yes,2012,Juke,front
Audi,7000,vagon,210,3.0,Diesel,no,2006,A6,full
BMW,22600,crossover,69,3.0,Petrol,no,2013,X6,full
VAZ,3000,hatch,112,1.6,Petrol,yes,2007,2113,front
Audi,2650,vagon,270,2.5,Diesel,no,2001,A6,front
Subaru,18500,crossover,80,2.0,Petrol,yes,2012,Forester,full
Toyota,13900,hatch,79,1.6,Gas,yes,2012,Auris,front
BMW,12900,sedan,121,2.0,Petrol,yes,2007,318,rear
Volkswagen,69990,van,1,2.0,Diesel,yes,2015,Multivan,full
Skoda,8200,sedan,1,18.0,Gas,yes,2005,Superb,
UAZ,7000,crossover,53,2.7,Petrol,yes,2009,�������,full
Jaguar,19250,sedan,137,3.0,Petrol,yes,2009,XF,rear
Ford,9900,hatch,106,1.4,Diesel,yes,2012,Fiesta,front
Chevrolet,4300,crossover,150,1.7,Petrol,yes,2004,Niva,full
Toyota,19400,crossover,88,2.0,Petrol,yes,2011,Rav 4,full
Mitsubishi,15200,crossover,193,3.0,Gas,yes,2008,Pajero Wagon,full
Mercedes-Benz,4700,sedan,280,2.8,Petrol,yes,1993,E-Class,
Opel,10600,vagon,110,1.3,Diesel,yes,2013,Astra J,front
Volkswagen,13700,other,103,2.0,Diesel,yes,2013,T5 (Transporter) ����,front
Lexus,17600,crossover,157,,Petrol,yes,2006,RX 350,full
Toyota,19000,crossover,263,4.2,Diesel,yes,2001,Land Cruiser 100,full
BMW,20900,crossover,230,3.0,Diesel,yes,2006,X5,full
Mitsubishi,9200,sedan,48,1.5,Petrol,yes,2008,Lancer X,front
Audi,7000,other,126,2.6,Petrol,yes,1998,80,front
Renault,7450,other,208,1.9,Other,yes,2004,Trafic ����.,front
Mazda,8000,sedan,195,1.8,Gas,yes,2007,6,front
Lexus,17200,crossover,212,4.7,Petrol,yes,2004,LX 470,full
Mercedes-Benz,2499,sedan,300,3.0,Diesel,no,1999,E-Class,rear
Renault,6900,sedan,68,1.5,Diesel,yes,2013,Logan,
Honda,11000,sedan,202,2.0,Petrol,yes,2007,Accord,front
Great Wall,8800,sedan,1,1.5,Petrol,yes,2014,C30,front
VAZ,3000,hatch,150,1.5,Petrol,yes,1994,2108,front
BMW,75000,crossover,16,3.0,Diesel,yes,2015,X6,full
Chevrolet,5750,sedan,99,1.5,Petrol,yes,2009,Aveo,front
Renault,4999,sedan,140,1.4,Petrol,yes,2011,Logan,front
BMW,15300,sedan,250,2.5,Petrol,yes,2006,525,rear
Volkswagen,14500,van,168,2.0,Diesel,yes,2012,T5 (Transporter) ����,front
Lexus,55000,crossover,85,5.7,Gas,yes,2011,LX 570,full
Ford,3200,vagon,155,1.3,Gas,yes,1998,Escort,front
Volkswagen,7500,hatch,132,1.4,Diesel,yes,2006,Polo,front
Volkswagen,1850,other,200,1.6,Petrol,no,1999,Golf IV,front
Audi,15000,sedan,168,,Other,yes,2007,A6,
Toyota,21900,sedan,88,2.5,Petrol,yes,2012,Camry,front
Great Wall,8200,crossover,85,2.4,Petrol,yes,2006,Hover,full
Mitsubishi,18900,crossover,127,3.0,Gas,yes,2008,Pajero Wagon,full
Seat,8600,hatch,140,1.6,Petrol,yes,2009,Leon,front
Lexus,38700,crossover,32,,Petrol,yes,2013,RX 270,
Toyota,8900,other,180,2.0,Petrol,yes,2003,Rav 4,full
Peugeot,12500,other,225,2.2,Diesel,yes,2011,Boxer ����.,front
Mercedes-Benz,14750,sedan,220,3.0,Diesel,yes,2005,E-Class,rear
Subaru,12000,crossover,150,3.0,Petrol,yes,2006,Tribeca,full
Fiat,1000,hatch,230,1.5,Petrol,yes,1988,Uno,front
Toyota,12200,sedan,157,2.4,Gas,yes,2009,Camry,front
Nissan,12500,other,190,2.5,Diesel,yes,2008,Navara,full
Audi,12900,vagon,255,2.5,Diesel,yes,2005,A6 Allroad,full
Audi,34000,crossover,119,2.0,Diesel,yes,2013,Q5,full
Mitsubishi,11500,crossover,170,3.0,Gas,yes,2005,Pajero Sport,full
Volkswagen,7900,other,168,1.9,Diesel,yes,2006,T5 (Transporter) ����.,front
Subaru,11200,vagon,215,2.5,Petrol,yes,2008,Outback,full
Audi,8700,sedan,202,3.7,Gas,yes,1998,A8,full
BMW,21500,other,72,3.0,Petrol,yes,2007,Z4,rear
Volkswagen,14800,sedan,85,1.4,Petrol,yes,2013,Jetta,front
Chevrolet,4999,crossover,62,1.7,Petrol,yes,2006,Niva,full
Jeep,5000,crossover,286,2.7,Diesel,no,2002,Grand Cherokee,full
Mercedes-Benz,11499,other,157,2.2,Diesel,yes,2012,Vito ����.,rear
Hyundai,8500,hatch,76,1.1,Petrol,yes,2011,i10,front
Renault,6500,vagon,186,1.5,Diesel,yes,2004,Megane,front
UAZ,1300,sedan,120,2.5,Other,yes,1978,452 ����.,full
Peugeot,7700,van,170,2.0,Diesel,yes,2007,Expert ����.,front
Audi,2500,sedan,371,2.2,Gas,yes,1987,100,front
VAZ,4850,vagon,83,1.6,Gas,yes,2010,2111,front
Skoda,7000,hatch,100,1.4,Petrol,yes,2012,Fabia,front
Volkswagen,7999,van,210,1.6,Gas,yes,2004,Touran,front
Land Rover,7000,crossover,190,2.5,Diesel,no,2004,Discovery,full
Infiniti,18880,crossover,120,3.5,Gas,yes,2008,FX 35,full
Mercedes-Benz,17800,sedan,73,3.0,Petrol,yes,2008,C-Class,full
Subaru,10700,vagon,120,2.5,Petrol,yes,2006,Outback,full
Opel,15000,sedan,123,2.0,Petrol,yes,2009,Insignia,front
Peugeot,3800,hatch,322,70.0,Diesel,yes,2000,206,front
BMW,5500,sedan,402,2.0,Petrol,yes,1988,520,
Mazda,25000,sedan,0,2.0,Other,yes,2016,6,front
Citroen,4650,van,218,1.9,Diesel,yes,2003,Berlingo ����.,front
Hyundai,6700,sedan,95,1.6,Petrol,yes,2008,Accent,front
VAZ,3150,hatch,141,1.5,Gas,yes,2006,2109,front
Renault,12800,other,188,2.0,Diesel,yes,2008,Trafic ����.,front
Daewoo,3300,sedan,173,,Other,yes,2005,Sens,
Hyundai,18300,hatch,0,1.6,Petrol,yes,2016,i30,front
SsangYong,16200,crossover,21,2.0,Diesel,yes,2014,Kyron,full
BMW,37900,crossover,97,3.0,Diesel,yes,2010,X6,full
Audi,23800,crossover,205,4.2,Gas,yes,2007,Q7,full
Hyundai,9800,crossover,66,2.0,Petrol,yes,2007,Tucson,front
Volkswagen,13893,sedan,0,1.6,Petrol,yes,2016,Polo,front
Hyundai,8600,sedan,189,3.3,Petrol,yes,2006,Sonata,front
Volkswagen,8200,sedan,258,1.9,Diesel,yes,2004,Passat B5,front
Volkswagen,1500,sedan,255,1.9,Diesel,no,1998,Polo,front
Chevrolet,6999,sedan,132,2.0,Gas,yes,2007,Epica,front
VAZ,463,sedan,10,1.3,Petrol,yes,1979,2101,rear
Ford,11000,other,77,1.6,Petrol,yes,2012,Focus,front
BMW,34000,sedan,115,5.0,Petrol,yes,2008,750,full
Volkswagen,5500,van,380,2.4,Diesel,yes,1999,T4 (Transporter) ����,front
Volkswagen,17300,crossover,148,3.0,Diesel,yes,2007,Touareg,full
VAZ,4300,sedan,87,1.6,Petrol,yes,2008,2110,front
Lexus,23500,sedan,143,4.6,Petrol,yes,2008,LS 460,rear
VAZ,400,sedan,10,1.1,Petrol,yes,1982,2101,rear
Mercedes-Benz,27300,sedan,144,2.14,Diesel,yes,2011,E-Class,front
Toyota,27400,crossover,52,3.5,Gas,yes,2012,Venza,full
Skoda,15500,hatch,69,1.8,Petrol,yes,2012,Octavia A5,front
Mitsubishi,8400,sedan,147,2.0,Petrol,yes,2007,Lancer,front
Peugeot,11500,sedan,146,2.0,Petrol,yes,2010,407,front
Audi,2300,vagon,25,2.5,Diesel,no,1999,A6,front
VAZ,1999,hatch,10,1.3,Petrol,yes,1993,2109,front
Lexus,47000,crossover,82,5.7,Petrol,yes,2009,LX 570,full
BMW,6950,sedan,320,4.4,Gas,yes,1997,740,rear
Lexus,14900,crossover,180,3.0,Gas,yes,2004,RX 300,full
BMW,8100,crossover,175,3.0,Gas,no,2005,X5,full
Subaru,37900,crossover,0,2.0,Diesel,yes,2016,Forester,full
Volkswagen,4500,vagon,390,1.9,Diesel,yes,1996,Passat B4,
Infiniti,14100,crossover,130,3.5,Gas,yes,2004,FX 35,full
Nissan,7900,sedan,110,1.6,Petrol,yes,2008,TIIDA,front
Toyota,15000,crossover,184,2.7,Gas,yes,2005,Land Cruiser Prado,full
Hyundai,5900,sedan,99,1.4,Petrol,yes,2009,Accent,front
Infiniti,42000,crossover,33,3.7,Petrol,yes,2014,QX70,full
Skoda,7800,sedan,240,1.8,Gas,yes,2006,Octavia Tour,front
Renault,24193,van,1,1.6,Diesel,yes,2015,Trafic ����.,front
Honda,13900,hatch,63,1.8,Petrol,yes,2013,Civic,front
Renault,9200,hatch,12,1.2,Petrol,yes,2013,Sandero,front
Nissan,12300,crossover,88,2.0,Petrol,yes,2009,Qashqai,front
Volkswagen,38764,sedan,0,2.0,Diesel,yes,2014,Passat CC,front
Audi,39800,sedan,180,4.2,Other,yes,2012,A8,full
VAZ,4100,sedan,87,1.6,Gas,yes,2008,2170,
Volkswagen,16900,crossover,145,1.4,Petrol,yes,2011,Tiguan,full
Chrysler,9500,sedan,136,2.7,Petrol,yes,2006,Sebring,front
Volkswagen,7000,van,345,1.9,Diesel,yes,2006,T5 (Transporter) ����,front
Subaru,8000,crossover,210,2.0,Petrol,yes,2005,Forester,full
Audi,3500,sedan,35,1.8,Gas,yes,1990,80,front
Mercedes-Benz,8300,sedan,175,2.0,Petrol,yes,2001,E-Class,
VAZ,1700,sedan,73,1.5,Petrol,yes,2004,2107,rear
Peugeot,13100,other,67,2.0,Petrol,yes,2007,307,front
�UAZ,1296,other,30,1.2,Petrol,yes,1990,969�,
VAZ,1250,hatch,1,1.3,Petrol,yes,1988,2108,front
Lincoln,39000,other,165,5.7,Petrol,yes,2005,Town Car,rear
Lexus,14000,crossover,182,3.0,Petrol,yes,2003,RX 300,full
BMW,63000,crossover,0,2.0,Diesel,yes,2015,X5,full
BMW,24100,vagon,112,3.0,Petrol,yes,2011,X1,full
Audi,8999,vagon,190,2.7,Gas,yes,2004,A6 Allroad,full
Geely,8499,sedan,46,1.5,Gas,yes,2013,Emgrand 7 (EC7),front
Honda,8700,crossover,120,2.0,Petrol,yes,2006,HR-V,full
Mercedes-Benz,7700,van,290,2.2,Diesel,yes,2004,Vito ����.,rear
Mercedes-Benz,16800,van,116,2.2,Diesel,yes,2013,Vito ����.,full
Mitsubishi,9800,sedan,56,1.5,Petrol,yes,2011,Lancer X,front
Isuzu,6000,crossover,175,2.8,Diesel,yes,1987,Trooper,
Daewoo,4999,hatch,80,1.5,Petrol,yes,2013,Lanos,front
Toyota,18950,sedan,45,1.8,Petrol,yes,2014,Avensis,front
Renault,8750,vagon,46,1.6,Petrol,yes,2012,Logan,front
BMW,8400,sedan,297,2.2,Petrol,yes,2000,320,rear
Volkswagen,22000,sedan,26,1.8,Petrol,yes,2011,Passat CC,front
VAZ,3800,sedan,98,1.6,Petrol,yes,2006,2110,front
Hyundai,16000,crossover,97,2.0,Petrol,yes,2011,IX35,full
Volkswagen,7900,van,229,1.9,Diesel,yes,2001,T4 (Transporter) ����.,front
Daewoo,4500,sedan,27,1.3,Petrol,yes,2005,Sens,front
Chevrolet,5200,sedan,126,1.5,Gas,yes,2007,Aveo,front
Nissan,11500,crossover,125,2.0,Petrol,yes,2007,Qashqai,front
Toyota,103999,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Volkswagen,10200,van,105,1.6,Diesel,yes,2014,Caddy ����.,
BMW,13000,sedan,90,5.0,Petrol,no,2008,M5,rear
Ford,26900,crossover,47,2.0,Diesel,yes,2015,Kuga,full
Kia,2500,sedan,180,1.5,Gas,yes,1994,Sephia,
Toyota,63000,crossover,3,4.2,Diesel,yes,2013,Land Cruiser 76,full
Opel,9299,hatch,140,1.8,Gas,yes,2007,Astra H,front
Mercedes-Benz,5300,van,212,2.2,Diesel,yes,2000,Vito ����.,front
Mercedes-Benz,11999,other,215,2.2,Diesel,yes,2007,Vito ����.,rear
Honda,12200,sedan,185,2.4,Gas,yes,2008,Accord,front
Toyota,7500,hatch,98,1.3,Other,yes,2006,Yaris,front
Skoda,5100,hatch,145,1.2,Petrol,yes,2007,Fabia,front
Mercedes-Benz,27300,crossover,185,3.0,Diesel,yes,2008,GL 320,full
Infiniti,25700,crossover,120,3.5,Petrol,yes,2009,FX 35,full
